"pageid","name","identity","align","eye","hair","sex","gsm","alive","appearances","firstappearance","company","multiverse"
"115583","King Kraken ","No info","Bad","No info","No info","Male","No","Living",4,"2008-06","DC","New Earth"
"115747","Haumond ","Public","Good","Blue","Black","Male","No","Deceased",3,"1990-07","DC","New Earth"
"115784","Conrad Carapax ","Public","Bad","No info","No info","Male","No","Living",17,"1986-06","DC","New Earth"
"115786","Lyle Byrnes ","Secret","Bad","Blue","Brown","Male","No","Living",7,"1986-06","DC","New Earth"
"115788","Farley Fleeter ","No info","Bad","Blue","Brown","Male","No","Living",9,"1967-10","DC","New Earth"
"115790","Jonathan Dubrovny ","Secret","Bad","Black","White","Male","No","Living",10,"1965-09","DC","New Earth"
"115792","Dwayne Wainwright ","No info","Bad","White","Blond","Male","No","Living",16,"1989-10","DC","New Earth"
"115880","Kuei ","Secret","Good","Black","Green","Male","No","Living",5,"1989-01","DC","New Earth"
"115986","Leonard Fiasco ","No info","Bad","No info","No info","Male","No","Living",4,"1966-12","DC","New Earth"
"011604","Robert Crane ","Secret","Good","Red","No info","Male","No","Living",171,"1942-04","DC","New Earth"
"011609","Andre Chavard ","Public","Good","No info","Brown","Male","No","Living",164,"1942-06","DC","New Earth"
"116106","Doctor Mephistopheles ","No info","Neutral","No info","No info","Male","No","Living",1,"2008-08","DC","New Earth"
"011611","Tex ","Public","Good","No info","Red","Male","No","Living",63,"1947-06","DC","New Earth"
"116113","Overman ","No info","Bad","No info","No info","Male","No","Living",3,"1990-05","DC","Animal Man"
"116128","Michael Henderson ","Public","Good","No info","Black","Male","No","Living",6,"2009-03","DC","New Earth"
"116163","Mur ","No info","Bad","Brown","Brown","Male","No","Living",2,"2009-01","DC","New Earth"
"116352","Ubermensch ","No info","Bad","Black","No info","Male","No","Living",12,"1987-06","DC","New Earth"
"011640","Erik Storn ","Secret","Good","No info","Brown","Male","No","Deceased",26,"2006-07","DC","New Earth"
"011644","Eliza Harmon ","Public","Good","Brown","Brown","Female","No","Deceased",3,"2006-08","DC","New Earth"
"011651","Hannibal Bates ","Secret","Bad","No info","No info","Male","No","Deceased",26,"2006-07","DC","New Earth"
"116529","Ramsey Robinson ","Secret","Good","Blue","Black","Male","Homosexual","Living",36,"2004-11","DC","New Earth"
"011654","Gerome McKenna ","Secret","Good","No info","Black","Male","No","Deceased",23,"2006-07","DC","New Earth"
"116577","Gr\u00f6sshorn Eule ","Secret","Bad","No info","No info","Male","No","Living",10,"1987-06","DC","New Earth"
"116588","Sonya Chuikov ","Secret","Good","Black","Black","Female","No","Living",5,"1989-01","DC","New Earth"
"011659","Jacob Colby ","Secret","Good","No info","Blond","Male","No","Deceased",10,"2006-08","DC","New Earth"
"116591","Jean-Marc de Villars ","Secret","Good","Black","White","Male","No","Living",5,"1989-01","DC","New Earth"
"116609","Angelica Smith ","No info","Bad","No info","Blond","Female","No","Deceased",10,"2008-04","DC","New Earth"
"116613","Face II ","Secret","Good","Brown","No info","Male","No","Deceased",5,"2009-01","DC","New Earth"
"116615","Pristine ","No info","Good","No info","Red","Female","No","Deceased",4,"2009-01","DC","New Earth"
"116617","Son of the Fallen ","Public","Good","Black","Black","Male","No","Living",5,"2009-01","DC","New Earth"
"116621","Abner Krill ","Secret","Bad","Blue","Black","Male","No","Deceased",8,"1962-02","DC","New Earth"
"116628","Heinrich Megala ","Public","Good","Black","Red","Male","No","Deceased",29,"1987-03","DC","New Earth"
"116629","Margaret Adam ","No info","No info","Blue","Blond","Female","No","Living",20,"1987-03","DC","New Earth"
"116630","Martin Allard ","No info","No info","Brown","Brown","Male","No","Living",24,"1987-03","DC","New Earth"
"116669","Beulah Bleak ","No info","Neutral","No info","No info","Female","No","Living",2,"2005-06","DC","New Earth"
"116678","Submissionary Judah ","Public","Neutral","Black","Black","Male","No","Deceased",2,"2005-06","DC","New Earth"
"011668","Devilance ","Secret","Bad","Blue","No info","Male","No","Deceased",10,"1972-11","DC","New Earth"
"116703","Albrecht Raines ","Secret","Bad","No info","Brown","Male","No","Living",3,"1958-03","DC","New Earth"
"116733","Judomaster II ","Secret","Good","No info","Black","Male","No","Living",2,"1994-03","DC","New Earth"
"116740","Leezle Pon ","Public","Good","No info","No info","No info","No","Living",3,"1985-05","DC","New Earth"
"116756","Magus Eximus ","No info","Good","No info","No info","Male","No","Deceased",3,"2008-05","DC","New Earth"
"116784","Sally Stone ","Public","Good","Blue","Black","Female","No","Living",8,"1988-06","DC","New Earth"
"116789","Ramon Solomano ","Public","Bad","No info","White","Male","No","Deceased",8,"1941-12","DC","New Earth"
"116949","Edward Deacon ","No info","Good","Blue","Blond","Male","No","Living",20,"1971-04","DC","New Earth"
"116964","Sister Shadow ","Secret","Bad","No info","White","Female","No","Living",3,"2006-07","DC","New Earth"
"117065","Quislet ","Public","Good","No info","No info","Genderless","No","Living",31,"1985-09","DC","Pre-Zero Hour"
"117136","Alex Merkel ","Secret","Bad","Blue","No info","Female","No","Living",10,"2008-11","DC","New Earth"
"117248","Joel Cochin ","Secret","Bad","Brown","Brown","Male","No","Living",3,"1984-03","DC","New Earth"
"011726","Antonio Ramirez ","Secret","Good","No info","Black","Male","No","Living",3,"1981-10","DC","Earth-One"
"011727","M'gann M'orzz ","Secret","Good","Red","Red","Female","No","Living",1,"2006-08","DC","New Earth"
"011730","Duela Dent ","Secret","Neutral","Purple","Red","Female","No","Deceased",45,"1976-08","DC","Earth-3"
"011733","Virgil Hawkins ","Secret","Good","Brown","Black","Male","No","Living",94,"1993-06","DC","Dakotaverse"
"117413","Godiva II ","No info","Bad","Red","Black","Female","No","Living",4,"1987-00","DC","New Earth"
"011742","Celia Forrestal ","Secret","Good","Brown","Black","Female","No","Living",28,"2002-02","DC","New Earth"
"011746","Nathan Howe ","Secret","Good","Blue","Brown","Male","No","Living",14,"2005-07","DC","New Earth"
"011749","Leslie Willis ","Public","Good","No info","Blue","Female","No","Living",18,"2006-03","DC","New Earth"
"011753","Arthur Joseph Curry ","Secret","Good","Blue","Blond","Male","No","Living",35,"2006-05","DC","New Earth"
"117535","Sonja ","Secret","Bad","Green","Black","Female","No","Living",6,"2004-08","DC","New Earth"
"011756","Auctioneer ","Public","Bad","Green","No info","Male","No","Living",4,"2006-09","DC","New Earth"
"117583","Sun King ","Secret","Bad","White","No info","Male","No","Deceased",9,"2006-08","DC","New Earth"
"117662","Alec Rois ","Secret","Bad","Blue","Black","Male","No","Living",13,"1988-04","DC","New Earth"
"117795","Samuel Gordon ","No info","Good","Blue","Brown","Male","No","Living",4,"1961-10","DC","New Earth"
"117796","Wee Willie ","No info","Good","No info","No info","Male","No","Living",3,"1961-10","DC","New Earth"
"117797","William West ","No info","Good","Blue","No info","Male","No","Living",2,"1961-04","DC","New Earth"
"117801","Tag-A-Long Thomas ","No info","Good","No info","Blond","Male","No","Living",3,"1961-11","DC","New Earth"
"117815","Symon Terrynce ","No info","Good","No info","Grey","Male","No","Living",7,"1983-10","DC","New Earth"
"117816","KT21 ","Public","Good","Black","Blond","Female","No","Living",14,"1985-04","DC","New Earth"
"117817","Voz ","Secret","Good","Brown","Brown","Male","No","Living",55,"1993-08","DC","New Earth"
"117818","Ashel Sabian Formanta ","No info","Good","Green","Black","Male","No","Deceased",11,"1993-12","DC","New Earth"
"117819","Deeter ","No info","Good","Black","Red","Male","No","Living",11,"1983-03","DC","New Earth"
"117822","Remnant Nod ","No info","Good","No info","White","Male","No","Deceased",5,"1983-11","DC","New Earth"
"117823","Zale ","No info","Good","No info","Black","Female","No","Living",4,"2008-04","DC","New Earth"
"117827","Arx ","No info","Bad","No info","Brown","Male","No","Deceased",4,"2006-08","DC","New Earth"
"117828","Harvid ","No info","Good","Yellow","White","Male","No","Living",7,"1983-02","DC","New Earth"
"117829","Shorm ","Public","Good","Green","No info","Male","No","Living",22,"2005-11","DC","New Earth"
"117830","G'hu ","Public","Good","Green","No info","Male","No","Living",1,"2006-08","DC","New Earth"
"117837","Krydel-4 ","Public","Good","Green","No info","Male","No","Living",3,"2006-08","DC","New Earth"
"117839","Vandor ","Public","Good","No info","White","Male","No","Deceased",19,"2006-08","DC","New Earth"
"117843","Amon Hakk ","Public","Good","No info","Black","Male","No","Living",65,"1991-08","DC","New Earth"
"117844","Zena Moonstruk ","Public","Good","No info","White","Female","No","Living",38,"1991-08","DC","New Earth"
"117847","Borb Borbb ","Public","Good","No info","No info","Male","No","Living",43,"1991-08","DC","New Earth"
"117848","Davroth Catto ","Public","Good","No info","Brown","Male","No","Living",38,"1991-08","DC","New Earth"
"117849","Darius ","Public","Good","No info","No info","Male","No","Living",19,"1991-08","DC","New Earth"
"117850","Gigantus ","Public","Good","No info","No info","Male","No","Living",11,"1993-12","DC","New Earth"
"117851","Bertron Diib ","Secret","Good","No info","No info","Male","No","Deceased",28,"1991-08","DC","New Earth"
"117853","Marij'n Bek ","Public","Good","Blue","Blond","Female","No","Living",1,"1989-09","DC","New Earth"
"117854","Lydea Mallor ","Public","Good","Blue","Black","Female","No","Living",67,"1982-08","DC","New Earth"
"117856","Turytt ","Secret","Good","Red","No info","Male","No","Living",21,"2006-06","DC","New Earth"
"011790","Dirk Davis ","Public","Bad","No info","Red","Male","No","Living",27,"1986-02","DC","New Earth"
"011791","Theresa Collins ","Public","Good","Blue","Red","Female","No","Living",27,"1986-02","DC","New Earth"
"117923","Galius Zed ","Secret","Good","Black","No info","Male","No","Deceased",19,"1981-06","DC","New Earth"
"117928","Tanakata Z ","No info","Good","No info","No info","Male","No","Deceased",9,"2006-09","DC","New Earth"
"117935","Quond ","Public","Good","Green","No info","Male","No","Deceased",7,"2006-09","DC","New Earth"
"117942","Lin Canar ","No info","Good","Green","Green","Male","No","Living",5,"1992-12","DC","New Earth"
"117945","Meadlux ","No info","Good","No info","No info","Male","No","Living",8,"1983-10","DC","New Earth"
"117947","Penelops ","Secret","Good","Blue","No info","Male","No","Living",17,"1981-07","DC","New Earth"
"117949","Perdoo ","No info","Good","No info","No info","Male","No","Living",8,"1996-00","DC","New Earth"
"117951","Procanon Kaa ","Secret","Good","Black","No info","Male","No","Living",8,"1988-05","DC","New Earth"
"117952","Palaqua ","No info","Good","No info","No info","Male","No","Living",10,"1986-00","DC","New Earth"
"011809","Terri Thirteen ","No info","Good","Brown","Black","Female","No","Living",1,"2006-09","DC","New Earth"
"118144","Jonar Jon Carter ","Secret","Bad","Blue","White","Male","No","Living",11,"2007-10","DC","New Earth"
"118156","Thomas Bolt ","Secret","Good","Blue","Brown","Male","No","Deceased",5,"1986-03","DC","New Earth"
"011816","Edogawa Sangaku ","No info","No info","No info","No info","Male","No","Living",2,"2006-09","DC","New Earth"
"011819","Timothy Trench ","Public","Good","Blue","Brown","Male","No","Deceased",8,"1969-02","DC","New Earth"
"118190","Jayne Payton ","Public","Neutral","No info","Red","Female","No","Living",51,"1988-10","DC","New Earth"
"118227","Jonathan Mayhew ","Public","Bad","Blue","Brown","Male","No","Deceased",6,"1957-07","DC","New Earth"
"011828","Lucian Crawley ","Secret","Good","Brown","Brown","Male","No","Living",8,"1969-03","DC","New Earth"
"118298","Lonocelu Ospho ","Public","Good","No info","No info","Male","No","Living",37,"1985-05","DC","New Earth"
"118317","Tribulus ","Public","Neutral","No info","No info","Male","No","Living",22,"2009-04","DC","New Earth"
"011832","Andre Twist ","Secret","Good","Blue","Blond","Male","No","Deceased",31,"2006-06","DC","New Earth"
"011833","Lester Colt ","Secret","Good","Brown","No info","Male","No","Living",26,"2006-07","DC","New Earth"
"011834","Andrew Franklin ","Secret","Good","No info","No info","Male","No","Living",36,"2006-06","DC","New Earth"
"011835","Stormy Knight ","Public","Good","Blue","Black","Female","No","Living",36,"2006-06","DC","New Earth"
"011836","Stanley Silver ","Secret","Good","White","Blond","Male","No","Living",10,"2006-08","DC","New Earth"
"011841","James Lockhart ","Secret","Good","Blue","Blond","Male","No","Living",17,"1984-03","DC","New Earth"
"118415","Hemo-Goblin ","Public","Bad","White","No info","Male","No","Deceased",1,"1988-09","DC","New Earth"
"118418","Keith Kalmaku ","No info","Good","No info","Black","Male","No","Living",14,"1970-01","DC","New Earth"
"118419","Kari Kalmaku ","No info","Good","No info","Black","Female","No","Living",13,"1980-11","DC","New Earth"
"011842","Richard Grey, Jr. ","Secret","Good","Blue","Black","Male","No","Living",16,"1940-05","DC","New Earth"
"011843","Langford Terrill ","Secret","Good","Blue","Blond","Male","No","Living",59,"1940-09","DC","New Earth"
"118439","William Lefferts ","No info","Good","No info","Blond","Male","No","Living",11,"1989-01","DC","New Earth"
"118441","Saber ","Secret","Bad","Brown","Brown","Female","No","Living",4,"2006-12","DC","New Earth"
"011845","Rod Reilly ","Secret","Good","Blue","Brown","Male","No","Deceased",33,"1941-08","DC","New Earth"
"011848","Arnold Munro ","Public","Good","Blue","Black","Male","No","Living",67,"1987-06","DC","New Earth"
"011850","Father Time ","Secret","Neutral","Blue","Black","Male","No","Living",22,"2006-04","DC","New Earth"
"011851","Elizabeth Lawrence ","Secret","No info","Blue","Blond","Female","No","Living",120,"1942-12","DC","New Earth"
"011856","Lance Gallant ","Secret","Good","Blue","Blond","Male","No","Living",37,"1943-01","DC","Earth-X"
"011857","Henry Heywood, Sr. ","Secret","No info","Blue","Black","Male","No","Deceased",61,"1978-03","DC","New Earth"
"011858","Daniel Dunbar ","Secret","Good","Blue","Red","Male","No","Living",66,"1942-03","DC","New Earth"
"011859","Flying Fox ","Secret","Good","Brown","Black","Male","No","Living",31,"1987-06","DC","New Earth"
"011860","William Gunn ","No info","Good","No info","White","Male","No","Deceased",9,"1941-12","DC","New Earth"
"011861","Jock Kellogg ","Secret","Good","No info","Black","Male","No","Deceased",43,"1940-07","DC","New Earth"
"011862","David Clark ","Secret","Good","Blue","Black","Male","No","Living",22,"1941-01","DC","New Earth"
"011867","Justin Arthur ","Secret","Good","Blue","Blond","Male","No","Living",184,"1941-09","DC","New Earth"
"011870","Patrick Dugan ","Secret","Good","Blue","Red","Male","No","Living",177,"1941-10","DC","New Earth"
"011871","Daniel Leong ","Secret","Good","Black","Black","Male","No","Deceased",164,"1942-02","DC","New Earth"
"011872","Jonathan Law ","Secret","No info","Blue","Blond","Male","No","Deceased",84,"1941-10","DC","New Earth"
"118721","Matoo Pree ","Public","Good","Yellow","Orange","Male","No","Living",6,"2007-12","DC","New Earth"
"118722","Amnee Pree ","Public","Good","Yellow","Orange","Female","No","Living",6,"2007-12","DC","New Earth"
"011873","Thomas N. Thomas ","Secret","Good","Brown","Brown","Male","No","Deceased",25,"1942-04","DC","New Earth"
"118738","Thomas Longacre ","No info","Good","No info","No info","Male","No","Living",11,"1989-01","DC","New Earth"
"118739","Lester Lee ","Secret","Good","No info","Brown","Male","No","Living",12,"1989-01","DC","New Earth"
"011874","James Slade ","Secret","Good","Brown","Black","Male","No","Deceased",4,"1941-02","DC","New Earth"
"118740","Belle Jackson ","Secret","Good","Blue","Black","Female","No","Living",10,"1989-01","DC","New Earth"
